Ano, Bloco, Componente, Acao/Servico/Estrategia, Competencia/Parcela, No OB,Data_OB,Valor Total
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,PROGRAMA DE MELHORIA DO ACESSO E DA QUALIDADE - PMAQ (RAB-PMAQ-SM),14-Jan,821295,30/05/2014,"2.200,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",14-Mar,821125,30/05/2014,"2.800.870,88"
2014,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE  - FNS,14-Mar,820249,30/05/2014,"230.213,75"
2014,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,abr-14,821216,30/05/2014,"1.113.493,87"
2014,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE  - FNS,14-Jan,820157,30/05/2014,"230.213,75"
2014,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA PARTE  - FNS,fev-14,820210,30/05/2014,"230.213,75"
2014,INVESTIMENTO,REDE CEGONHA,CPN - CENTRO DE PARTO NORMAL (AMPLIACAO),1 de 2,821042,30/05/2014,"108.000,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,05 de 12/2014,820211,30/05/2014,"5.436,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,FINANCIAMENTO AOS CENTROS DE REFERENCIA EM SAUDE DO TRABALHADOR,abr-14,820678,30/05/2014,"40.000,00"
2014,ASSISTENCIA FARMACEUTICA,BASICO DA ASSISTENCIA FARMACEUTICA,PROGRAMA DE ASSISTENCIA FARMACEUTICA BASICA,abr-14,820160,30/05/2014,"1.320,90"
2014,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,PROJETO DE FORMACAO E MELHORIA DA QUALIDADE DE REDE DE ATENCAO A SAUDE,14-Jun,821761,3/6/14,"101.721,69"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - TRATAMENTOS ODONTOLOGICOS,14-Mar,822192,5/6/14,"2.656,22"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO DE DOENCAS DO APARELHO DA VISAO,14-Mar,822196,5/6/14,"166.990,40"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - EXAMES DO LEITE MATERNO,14-Mar,822198,5/6/14,"24.586,30"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTOS ODONTOLOGICOS,14-Mar,822187,5/6/14,"7.627,83"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,14-Mar,822189,5/6/14,"3.406,66"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE - CNRAC,14-Mar,822186,5/6/14,"52.679,73"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - MAMOGRAFIA PARA RASTREAMENTO (RCA-RCAN PO 0008),14-Mar,822200,5/6/14,"52.740,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - ATENDIMENTO/ACOMP DE DOENCAS ENDOC/METABOL E NUTRICIONAIS,14-Mar,822188,5/6/14,"1.720,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC SIA - ATENDIMENTO/ACOMP EM REABILITACAO FISICA, MENTAL (PO 0006)",14-Mar,822201,5/6/14,"155.674,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,14-Mar,822190,5/6/14,"1.746,27"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,PLANO NACIONAL DE APOIO AS CENTRAIS DE TRANSPLANTES,abr-14,822099,5/6/14,"50.000,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA DO APARELHO CIRCULATORIO,14-Mar,822191,5/6/14,"201.129,70"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - CIRURGIA DO APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDO",14-Mar,822195,5/6/14,"100.356,02"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO EM ONCOLOGIA (RCA - RCAN - PO 0008),14-Mar,822199,5/6/14,"5.143,50"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - PROTESE MAMARIA - CIRURGIA,14-Mar,822197,5/6/14,"2.868,08"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA OROFACIAL,14-Mar,822194,5/6/14,"2.685,55"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE CEGONHA (RCE-RCEG),06 de 12/2014,822967,6/6/14,"5.543.586,37"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE BRASIL SEM MISERIA (BSOR-SM),06 de 12/2014,822966,6/6/14,"25.500,01"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE PREV DIAG TRAT CANCER COLO DE MAMA (RCA-RCAN),06 de 12/2014,822965,6/6/14,"135.685,70"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,06 de 12/2014,822962,6/6/14,"40.541.166,58"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL LIMITE UPA - PO 00098585,06 de 12/2014,822968,6/6/14,"7.000.000,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),06 de 12/2014,822963,6/6/14,"8.177.777,45"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE VIVER SEM LIMITES (RDEF),06 de 12/2014,822969,6/6/14,"325.825,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,mai-14,822614,6/6/14,"31.676.852,22"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-SOS),06 de 12/2014,822970,6/6/14,"2.975.652,70"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE SAUDE MENTAL (RSME),06 de 12/2014,822964,6/6/14,"486.397,66"
2014,INVESTIMENTO,QUALIFICACAO DA GESTAO DO SUS - INVESTIMENTO,INCENTIVO AO PLANO NACIONAL DE APOIO AS CENTRAIS DE TRANSPLANTES,abr-14,823269,10/6/14,"200.000,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,06 de 12/2014,823345,11/6/14,"5.436,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),13-Jun,823467,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),13-Mar,823461,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),abr-13,823463,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),13-Jul,823469,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),out-13,823477,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),ago-13,823472,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),fev-13,823459,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),mai-13,823465,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),set-13,823474,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),13-Jan,823457,12/6/14,"187.392,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),13-Nov,823480,12/6/14,"187.392,96"
2014,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,INC.PARA IMPLANT.E MANUT.ACOES SERV.PUBLIC.ESTRAT.DE VIG.(PVVS),mai-14,823708,16/06/2014,"584.833,33"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,AGENTES COMUNITARIOS DE SAUDE - ACS,mai-14,823955,30/06/2014,"4.056,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE BUCAL - SB,mai-14,824023,30/06/2014,"2.230,00"
2014,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,INC.PARA IMPLANT.E MANUT.ACOES SERV.PUBLIC.ESTRAT.DE VIG.(PVVS),14-Jun,825252,30/06/2014,"584.833,33"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,PLANO NACIONAL DE APOIO AS CENTRAIS DE TRANSPLANTES,mai-14,825194,30/06/2014,"50.000,00"
2014,ASSISTENCIA FARMACEUTICA,MEDICAMENTOS DE DISPENSACAO EXCEPCIONAL - CMDE,PROGRAMA DE AQUISICAO DE MEDICAMENTOS EXCEPCIONAIS,14-Jun,824850,30/06/2014,"1.113.493,87"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,SERVICOS DE ATENDIMENTO MOVEL AS URGENCIAS - SAMU 192 (MAC),mai-14,824993,30/06/2014,"27.500,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,SERVICOS DE ATENDIMENTO MOVEL AS URGENCIAS SAMU192 (RAU-SAMU)-ESTADUAL,mai-14,824994,30/06/2014,"11.000,00"
2014,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA EM SAUDE ( PFVS),14-Jun,825320,30/06/2014,"1.300.042,68"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,FINANCIAMENTO AOS CENTROS DE REFERENCIA EM SAUDE DO TRABALHADOR,mai-14,824761,30/06/2014,"40.000,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,PROGRAMA DE MELHORIA DO ACESSO E DA QUALIDADE - PMAQ (RAB-PMAQ-SM),fev-14,824114,30/06/2014,"2.200,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,SAUDE DA FAMILIA - SF,mai-14,823983,30/06/2014,"7.130,00"
2014,ASSISTENCIA FARMACEUTICA,BASICO DA ASSISTENCIA FARMACEUTICA,PROGRAMA DE ASSISTENCIA FARMACEUTICA BASICA,mai-14,824151,30/06/2014,"1.320,90"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,PROGRAMA DE MELHORIA DO ACESSO E DA QUALIDADE - PMAQ (RAB-PMAQ-SM),14-Mar,824219,30/06/2014,"2.200,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,INCENTIVO PARA ATENCAO A SAUDE NO SISTEMA PENITENCIARIO,abr-14,825040,30/06/2014,"56.700,00"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA VARIAVEL,PROGRAMA DE MELHORIA DO ACESSO E DA QUALIDADE - PMAQ (RAB-PMAQ-SM),abr-14,824263,30/06/2014,"2.200,00"
2014,VIGILANCIA EM SAUDE,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA EM SAUDE ( PFVS),mai-14,824180,30/06/2014,"1.300.042,68"
2014,GESTAO DO SUS,IMPLANTACAO DE ACOES E SERVICOS DE SAUDE,CGPB - CASA DE GESTANTE E BEBE E PUERPERA (REFORMA),14-Jun,825721,2/7/14,"114.341,11"
2014,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,INCENTIVO A IMPLANTACAO OU IMPLEMENTACAO DE COMPLEXOS REGULADORES,mai-14,825855,3/7/14,"161.550,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE VIVER SEM LIMITES (RDEF),07 de 12/2014,826368,7/7/14,"325.825,96"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE SAUDE MENTAL (RSME),07 de 12/2014,826367,7/7/14,"514.702,68"
2014,ATENCAO BASICA,PISO DA ATENCAO BASICA FIXO - PAB FIXO,PAB FIXO,7 de 12/2014,826199,7/7/14,"5.436,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL LIMITE UPA - PO 00098585,07 de 12/2014,826304,7/7/14,"7.000.000,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE PREV DIAG TRAT CANCER COLO DE MAMA (RCA-RCAN),07 de 12/2014,826252,7/7/14,"135.685,70"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL DA MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,07 de 12/2014,826155,7/7/14,"43.071.256,29"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE CEGONHA (RCE-RCEG),07 de 12/2014,826303,7/7/14,"5.543.586,37"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-SOS),07 de 12/2014,826305,7/7/14,"2.975.652,70"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE BRASIL SEM MISERIA (BSOR-SM),07 de 12/2014,826302,7/7/14,"25.500,01"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TERMO DE COOPERACAO ENTRE ENTES PUBLICOS,14-Jun,826552,8/7/14,"31.676.852,22"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,LIMITE FINANCEIRO DA MEDIA E ALTA COMPLEXIDADE AMBUL. E HOSPITAR - MAC,TETO ESTADUAL REDE DE URGENCIA (RAU-HOSP),07 de 12/2014,826738,8/7/14,"8.177.777,45"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - PROTESE MAMARIA - CIRURGIA,abr-14,827248,15/07/2014,"1.356,40"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE - CNRAC,abr-14,827247,15/07/2014,"653,72"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - TRATAMENTOS ODONTOLOGICOS,abr-14,827243,15/07/2014,"3.374,66"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - CIRURGIA DO APARELHO DIGESTIVO, ORGAOS ANEXOS E PAREDE ABDO",abr-14,827245,15/07/2014,"202.475,93"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC SIA - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",abr-14,827356,15/07/2014,"561.169,89"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO DE DOENCAS DO APARELHO DA VISAO,abr-14,827246,15/07/2014,"167.539,56"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTOS ODONTOLOGICOS,abr-14,827238,15/07/2014,"9.418,50"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - NEFROLOGIA,mai-14,827079,15/07/2014,"10.477.261,45"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - ATENDIMENTO/ACOMP DE DOENCAS ENDOC/METABOL E NUTRICIONAIS,abr-14,827239,15/07/2014,240
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CENTRAL NACIONAL DE REGULACAO DE ALTA COMPLEXIDADE - CNRAC,abr-14,827237,15/07/2014,"226.368,30"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - OUTRAS CIRURGIAS PLASTICAS/REPARADORAS,abr-14,827241,15/07/2014,"8.380,89"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRATAMENTO EM ONCOLOGIA (RCA - RCAN - PO 0008),abr-14,827250,15/07/2014,"4.000,50"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - CONSULTAS MEDICAS/OUTROS PROFISSIONAIS DE NIVEL SUPERIOR,abr-14,827240,15/07/2014,"5.023,38"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - MAMOGRAFIA PARA RASTREAMENTO (RCA-RCAN PO 0008),abr-14,827251,15/07/2014,"64.080,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - EXAMES DO LEITE MATERNO,abr-14,827249,15/07/2014,"19.852,89"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC AIH - TRANSPLANTES DE ORGAOS, TECIDOS E CELULAS",abr-14,827355,15/07/2014,"4.177.006,19"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,"FAEC SIA - ATENDIMENTO/ACOMP EM REABILITACAO FISICA, MENTAL (PO 0006)",abr-14,827252,15/07/2014,"84.035,44"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC SIA - TRANSPLANTE HISTOCOMPATIBILIDADE,abr-14,827357,15/07/2014,"215.625,00"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA DO APARELHO CIRCULATORIO,abr-14,827242,15/07/2014,"37.213,66"
2014,MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,FUNDO DE ACOES ESTRATEGICAS E COMPENSACAO - FAEC,FAEC AIH - CIRURGIA OROFACIAL,abr-14,827244,15/07/2014,"4.504,38"
2014,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,PROJETO DE FORMACAO E MELHORIA DA QUALIDADE DE REDE DE ATENCAO A SAUDE,14-Jul,827977,23/07/2014,"637.357,48"
2014,GESTAO DO SUS,QUALIFICACAO DA GESTAO DO SUS,PROJETO DE FORMACAO E MELHORIA DA QUALIDADE DE REDE DE ATENCAO A SAUDE,14-Jul,828027,24/07/2014,"905.309,18"
2014,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA - PARTE ANVISA,mai-14,828142,28/07/2014,"27.296,00"
2014,VIGILANCIA EM SAUDE,PISO FIXO DE VIGILANCIA SANITARIA - PFVISA,PISO FIXO DE VIGILANCIA SANITARIA - PARTE ANVISA,14-Jun,828222,28/07/2014,"27.296,00"
